HEADING,BODY,CATEGORY
Techie uses PM Modi’s name while declaring global variable as he is a variable with global scope,"Bengaluru: Techie Prem Chander uses PM Modi’s name while declaring global variables in his software programs. This he does to make his software code complaint with the coding guidelines his organization recommends.
“I started using PM Modi’s name after I found he is a variable who is accessible to all the functions (countries) in the world not restricted to a local function like India,” said Prem working for TCS (Tara consulting services) for past seven years.
Prem had a bad habit of using arbitrary names while naming his variables or functions for which he will get noncompliance reports from his Software Quality Assurance (SQA) person.
“It does not stop there. My module lead, his boss, SQA, SQA’s assistant, our business manager, our division director, basically close to twenty odd people who spend their entire day doing stock market trading sitting inside their cozy cubicles will call me there and give me an earful for being negligent towards company’s quality policy. To teach me a lesson they gave me bad ratings and told me to attend two coding guidelines training every month,” he added.
Prem says as he has lot of respect for PM Modi, so he declares him at the top of the program.  Everything else comes below him. Prem told us he keeps Rahul Ji’s name in his code. “Not for function names as I am afraid it might not work, I keep his funny comments in my comments section. When someone reviews my code, he should not get bored”.
Prem thought his new code would meet coding guidelines, but to his surprise he got another noncompliance from SQA. SQA pointed to him, “I have no issue with Modi JI’s name for global variable, but why you have not used Rajnath Singh Ji’s name in local variable name for the Home function, that’s why you got a minor NC”.",TECHNOLOGY
"Facebook cracks on fake news, blocks profiles of freshers who claim they have got more than 3 Lakh package","New Delhi: Facebook, the company which is known for maintaining highest level of corporate ethics has decided to crack down on people who are spreading fake news on its platform.
Coming down hard on freshers, Facebook has blocked profiles of those who claimed they have got more than 3 lakhs package as their starting salary.
“Enough of warnings. Whatever you say, these fake news propagators are not listening to us. We are sorry, but we had no other option”, said Anshuman Jha, working as director for Facebook India.
Mr. Jha added, “These freshers forget we have AI to track the fake news immediately. Freshers salary of 3 lakh per annum is so obvious, who does not know about it. No one will believe if you say a different figure”
Facebook is not closing the doors on the freshers who after all belongs to the most active users pool of its platform.
“If the freshers can submit salary proof attested by company, we will unblock them. It has been more than 3 days, not a single person has uploaded details. You can imagine, what was happening in our platform”, said Mr. Jha.
Many freshers who joined organizations in last 2 weeks and are on the verge of getting promoted to ‘bench’ are livid with Facebook.
One such fresher Manish Gupta told us, “Now, how I will manage mandatory six hours at office without access to Facebook. My company has also not made any alternate arrangement”.
“Yesterday, I tried to kill my time by sending Good Morning/Evening messages with nice pictures in sixty WhatsApp groups I am a member. Thirty of them removed me. When I checked with the admins, they are telling such SPAM messages are not allowed in their groups anymore”, said Manish with a sad face.",TECHNOLOGY
Due to Instagram crash IT company delivers project three days in advance,"Bengaluru: It’s not only the android phone users, Instagram crash has affected many.  One Project team of IT company Teenlakhia consultancy services (TCS) has delivered the beta release three days ahead of the scheduled delivery date.
“No one is happy. The client-side project manager called me today to show their displeasure. They are asking me why we delivered the project ahead of time, he does not have a team to test it”, said Pradeep Kombettu, project manager of TCS.
Pradeep added, “We have to take the blame. My team is known for doing the work in sixty days that can be done in ten days. Even when we gave the delivery date as March end, customer will have its team ready to test our software package by May end only. After yesterday’s mishap went through the check-in list. My guess was correct, the active users of Instagram who have spent hours ogling at Alia Bhat, Katrina Kaif posts have spent their time doing project work during Instagram downtime”.
“During code reviews I have made it a mandatory checklist for reviewers to verify for a single line of code, there has to be at least ten lines of social media messages. Assuming that I prepare the project plan and bill customers. If we deliver like this ahead of time, the company would lose business and ultimately it would affect us all”, said Pradeep who has been asked to apologize to client and take steps to avoid this in future.
Pradeep has added ‘social media down time’ under risk item and is working on a mitigation plan to keep the team engaged somewhere else till social media services are restored back.
One of the project member Suhas who has checked in maximum lines of code said, “If they would have given proper hike, not the two percent I got, could have switched to an iPhone. If they expect us to use cheap android phone, let them be ready for such disasters. I cannot help”.",TECHNOLOGY
Person books 2 more cabs to reach the location where the driver of the originally booked cab was waiting,"With great technology comes great burden. Don’t know who said it but it is a reality. The online Taxi applications have made life easy but at the same time given us lot of headaches. Have you ever got a taxi at the exact location where you want it without the driver calling you even once? If yes then you are lucky. If no then you belong to the majority. Drivers find it hard to come to the exact location even with the help of google maps and other sophisticated location tracking technology.
Sanil Jain, an entrepreneur from Mumbai, who has made Uber taxis his office, to save the cost of renting a office space, regularly books 10-12 Ubers a day and works inside the taxis.  But most of the time he spends 15-20 minutes on a call with the driver to explain his exact location. So that comes out to be 150-200 minutes per day. That’s a huge amount of time in an entrepreneur’s life. But what happened today was historic. Sanil booked two more cabs to reach the location of the originally booked cab. So the total time he took to reach the originally booked cab = (15 + 15 +15 ) = 45 minutes.
This is a historic occasion and many people will start using it after this success story. Even Uber is soon starting the shuttle service to make you reach the originally booked Uber. This will also save the cost of developing a technology which would help a person reach easily to the location where his original cab is waiting. And also the revenue earned through the shuttle service will add on to the total revenues of the company.",TECHNOLOGY
"Brain fade moment for a techie, starts solving null pointer exception issue without checking it on Google","Bengaluru: It’s not only Steve Smith who has brain fade moments from time to time, most of us also have our brain fade moments in some situations. Like colleagues of techie Prakash Nimbalkar noticed other day, Prakash was trying to solve the null pointer exception problem he faced on his own without looking for help which is already available in Google.
“I have seen Prakash having these brain fade moments from time to time. Yesterday when I went to his desk to ask him to go for lunch, he was in deep thought. He was ‘trying’ to solve an issue for which so many solutions are already available in Google,” said Manjunath, office colleague of Prakash
Manjunath added, “When I shook him, he came on to his own. It’s not the first time he had this brain fade moment. Last month he wrote some code which none of the reviewers understood. At the end the code reviewers realized he has written some fresh code, not the ones they are habituated to review lifted from familiar websites. They complained to our manager telling, how a person like Prakash is wasting time by trying to be creative when there is no need, in the process also ‘spoiling’ their time.”
Prakash’s manger assigned a senior lead considered ‘veteran’ code lifter from google as his mentor to teach him all the tricks on searching & copying other’s code.
“Itna agar soch ke kaam karega toh break kab lega. Never seen him going for chai-sutta break. No comments on social media when other team members put 10 comments for each line of code they copy. Am really worried about this guy called Prakash, complete misfit in my team”, said Prakash’s manager who has suggested him to join some scientific lab.",TECHNOLOGY
Leak all our data to companies but don’t show our ex when we visit their profiles- Indians to Zuckerberg,"New Delhi: Social media giant Facebook is under a lot of fire these days over the data leak issue. Apparently, data of over 50 Million profiles was leaked to data analytics firm Cambridge Analytica who used this data to run political campaigns in US and UK over the past 2 years. The issue is also getting a lot of attention in India as well as they were allegedly working with Indian political parties as well. However, average Indian parties have another concern when it comes to their Facebook data.
Several Indian youngsters have requested Facebook to avoid showing their exes when they visit their profiles. Visiting Facebook profile of an ex in the hope of them getting uglier with time is a favourite timepass among Indian youth, an activity that almost automatically happens after having more than 4 pegs. With Facebook data proving to be not as private as one hoped, these youngsters are now worried that their exes will be able to see their profile visits one day.
Speaking on the condition of anonymity, an FB user from Delhi said,”It is fine if they share our data with some data analytics company. They can target us with political messages but the joke will be on them, since most of the social media generation doesn’t vote in the first place. Real worry is if the data starts getting leaked to individuals and Priya starts getting a notification every time I visit her profile hoping she has lost hair or put on a 100 Kgs.”
Another user from Mumbai said ,”I regularly visit my ex’s profile to check if she is still single to make sure I still have a chance but if she comes to know about my twice a day profile visits, all my chances will be gone. She will think I am a creepy stalker which I am definitely not!”
Meanwhile, Facebook has refused to comment on this issue but as per sources, they are planning to leak the real gender of millions of “female” profiles on Facebook",TECHNOLOGY
Facebook to give out Work Experience certificates to those who have spent more than 2 years on the social networking site,"Amidst rising criticism over allegations of data misuse by Facebook, the social networking site is trying its best to stop angry users from deleting their account.
Sources within the company say that active users who have spent more than 2 years on the site will now be given a ‘Certificate of Experience’ as a token of appreciation. “It’s our way of thanking those who have wasted their time and will continue to do so on our site,” said a highly placed source within the company.
Many users welcomed the move and said that they finally have something in return for all the efforts they have taken for making Facebook what it is today.
Back home, the ministry of HRD has said that the aforementioned Work Experience will be given weight-age when applying for jobs.
Jobless engineers in India heaved a sigh of relief at the announcement and said that now have something to fill up thier CV with. “After graduating I spent most of my time on Twitter and Facebook. Almost 8 years to be precise. Now I can write about my Farmville and Mafia Wars achievement in my CV,” said Ranjit Nair from Bengaluru.
A formal announcement will be made by Mark Zuckerberg himself shortly where he will be handing out certificates to selected users from across the world.",TECHNOLOGY
Scientists develop special vision red goggles will help people to be able to see their friends who vanished after taking money ,"Have you ever given money to friends or loaned some cash to relatives and never saw them again? If you have, then what scientists at AAAS have done will ensure you longer have to hunt them.
The scientists at the American Association for the Advancement of Science (AAAS) have developed special vision red goggles; the ones that will help people to be able to see their friends who have vanished after taking their money.
The recent innovation was made public at a press conference organized in Chicago. The head of AAAS, Mr. Ronald Grump, demonstrated the features of the invention.
The team behind the development of this innovation was led by Mr. Kundar Pichai, an Indian-origin American. He said, “I was born and brought up in India. I shifted to U.S. 10 years ago. Even though I got out of India, India didn’t get out of me. I still remember every small trait that Indians possess. Back when I was studying at an engineering college in Mumbai, there were many instances when I loaned money to my friends either for a cigarette or for a date and many other reasons. And whenever I wanted the money back, I just couldn’t find them. It was like every time they just vanished. Last year, when I was talking to my son who’s studying in the same engineering college in Mumbai, he told me he’s experiencing the same problem that I and many other guys have faced. I decided that I need to do something to end this problem, using my skills and expertise. I was thinking about it sitting on my couch and watching Mr. India and that’s when this idea struck me.”
He further explained the product features, “Let me show how this works. As a volunteer, we asked one of our team members stationed in India, Mr. Gupta to lend money to a colleague who was asking him since a long time. He was reluctant to give him money because the last time he had lent the money, he was just not able to see or find him anywhere. We convinced Mr. Gupta to do the same again and use our product. So he lent him money for a month and at the time of recovering money, he used our product. He put on our goggles; roamed in his office as well as nearby areas and he found his colleague in the cafeteria.”
He showed the video demonstration, “As you can see there is a camera fitted on the top of the goggles. When Mr. Gupta removes the goggles, we aren’t able to see the colleague. When he puts them back on the colleague is visible. In the next update, we will also install GPS and sensors, which will enable users to trace them at their exact location and get notifications about the same.”
The product prototype is first going to be tested in the Indian market in the first week of March. We hope that the testing is successful and the product is fully launched so that we can avail the benefits of this product that has been tentatively named Finding Money.”",TECHNOLOGY
New Food delivery app using AI delivers food 30 minutes before one realize he is hungry,"Bengaluru: New food delivery app Wiggy delivers food at least 30 minutes before the person will realize he is hungry. Wiggy, which is revolutionizing the food delivery market says it is able to do so because it is first app in this segment that uses Artificial Intelligence.
While talking to us Wiggy founder, Sharat Kumar said, “Our logic is simple. No one knows when he or she will be hungry. Once you are hungry, you have to place order, then we will take another 30 minutes to deliver food. That’s a lot of time. Not many can control their hunger for so much time.”
Mr. Kumar added, “So, what we use is called big data mining. We know the behavior of the person, what he does throughout the day. In addition, we know outside climate, person’s eating pattern, what kind of food person likes. It’s a complex algorithm at work. We use it to deliver food in advance at people’s doorsteps. Good percentage of cases people accepted what we delivered and they have given positive feedback.”
When we asked what about food that people might not accept, Mr. Kumar added, “Our delivery boys take these food parcels and shout in front of hostels. Hostel ka food itna tasty hota hai ki, sab bhuke rehte hain dinvar. Jo bhi unko do, hostel students kha lete hain. Budget is a constraint for them. As they are our future customers, we give good discount to them”.
Manish Yadav, an engineering student who does not remember when was the last time he attended classes, said, “Yeh sab to theek hai. After Netflix has come, I am very busy. So much food lying here goes waste. We need a new app, which should send someone to arrange food in a plate and feed us when we would be watching our shows”.
Sharat from Wiggy said, “We are working on a new app called feedubaby which will do exactly what Manish wants.”",TECHNOLOGY
Elon Musk's company develops escape pod for the Indian market can be used to escape out of home when relatives arrive ,"Elon Musk, founder of SpaceX, has surprised the world time and again with his unique innovations and inventions. His recent breakthrough innovation was the Tesla car and semi-truck. However, Elon Musk has recently executed a project for the Indian market that was for quite some time in his pipeline. His company has developed escape pods that can be used to escape out of home when relatives arrive.
Addressing a press conference that he had organized on Tuesday, Elon Musk said “India is very close to my heart. Whenever I invented a breakthrough product, I used to get mails and messages from my friends in India requesting me to innovate something for the Indian market. One day I was talking with a close friend from India on Skype and we were discussing, rather debating about a topic in aerospace engineering and then he had to leave because his relatives had arrived unexpectedly. I got a little vexed because I was winning. This is when it struck me that I should develop an escape pod for the Indian market that would help Indians avoid relatives whenever they want to. Yes I know the thought process escalated quickly but this is how I get most of my ideas.” Explaining about the product he added “The escape pod has been named Phir Se Ud Chala. The name was finalized after a lot of deliberation and research. This is how it works – When you realize a relative has arrived unexpectedly, all you need to do is sit on the pod and press one of the three buttons – Roam Around, Escape and Save My Life, depending on how badly you want to avoid the relative. The escape pod is enabled with collision sensors, GPS navigations, WiFi, charging input as well a display screen. All you need to do is just press a button and fly away. You can also set the duration for which you need to be away from your home, at the end of which the pod will bring you back to your home.”
This was when a reporter asked him for his views on the performance of current government. Unable to understand the relevance of the question, Elon Musk sat on the pod, pressed the Save My Life button and flew away.",TECHNOLOGY
Man blocks promotional texts from Ola Ola CEO visits house with new offers ,"The Ola mobile application is being downloaded by an increasing number of people to get notifications about the attractive offers that the cab giant provides in every city, except the one the user lives in.
Many people have resorted to uninstalling the application in order to avoid getting disturbed while sleeping, taking a dump, travelling in an Uber, etc.
The mobile application, which sends notifications day in and out, was recently uninstalled by a Mumbai man after he got frustrated by the streak of promotional SMSes from Ola.
However, uninstalling the application did not give him any respite as the Ola CEO himself showed up at his house with promotional offers. “They would send me an SMS asking if I ‘want to ride back home’ when I was already home, and an SMS asking if I ‘want to reach office’ when I was already in the office,” said the man.
Frustrated, the man uninstalled the application only to find the Ola CEO at his doorstep the next day. “As soon as I opened the door, he started reciting all the promotional SMSes. He then requested me to book him an Uber cab so he can return home,” said the horrified man.
“I downloaded the Ola application so I can use it as the alarm. Forget waking me up at the right time, the notifications never allowed me to sleep in the first place. I got depressed and also lost my job,” said another man, who claims to have joined Ola as a driver after losing his job.
Ola drivers are lately considered notorious for cancelling rides at the last minute. “Next time around, I’ll uninstall the application and reinstall it just before the CEO arrives. That’s how Ola drivers cancel rides—at the last minute,” said another Mumbai-based user of the mobile application.",TECHNOLOGY
,,
New app launched to inform what needs to be linked with Aadhaar before which deadline,"New Delhi: Government of India has launched a new app which would help people to know what needs to be linked with Aadhaar before which deadline. Unique Identification Authority of India (UIADI) which comes under the supervision of central government has launched the new app for Android, iOS as well as Windows devices.
While speaking to us, UIADI CEO, A.K. Pandey said, “It is humanly impossible to remember what all one needs to do to become cent percent Aadhaar complaint. I am doing it diligently for me and my family members for last four months, still there are so many checklists pending for us. Can understand the pain of my fellow Indians who must be getting a dozen smses everyday informing what all you need to link with Aadhaar.”
While giving us a demo of the app, Mr. Pandey said, “Click on one date, say Dec 31st, 2017, you will see what all you must link before that date like bank account, Mutual fund holdings, Pan Card, blah, blah, blah. Similarly, if you click on another date, say, Feb 6th, 2018, you will see a tab saying you have to link your mobile sim card before this date. There is a long list of items one needs to do as of today. Then Aadhaar linking is a never-ending process, time to time we will be keep on adding new items to the list”.
On the benefits of Aadhaar, Mr. Pandey said, “Long list of benefits already mentioned in UIADI website. If that is not sufficient, regularly listen to ‘mann ki baat’ and from time to time Jaitley Ji speaks on ‘cess ki baat’ where he and his finance ministry colleagues talk about Aadhaar benefits.”
As expected like any Government app, this app also crashed within minutes. People are hoping as deadline comes close many websites that demand Aadhaar linking will crash due to overloading which will compel Government to move the deadlines. Yeh silsila with aadhaar chalta rahega humesha ke liye.",TECHNOLOGY
A company develops ‘Aadhaar enabled chip’ which will say who are around you in Delhi smog,"New Delhi: Gurgaon based semiconductor firm Toxic Technologies India Private Limited has developed a new chip which can inform a person who are around you. This chip has been developed to help people in Delhi and NCR region where it is becoming extremely difficult to know who is standing just 30 centimeters from you.
While giving us some details on the new chip, Mr. Vinod Ahuja, CEO of Toxic technologies said, “One can fit our customized kit on top of a cap, on your shirt button or on top a wrist band. Our customized software kit contains a chip, sensor and a small speaker. Sensor will sense who are around you in 2-meter radius. Chip basically contains everyone’s Aadhaar card details, so if your wife is near you, it will announce through the tiny speaker her name as present in Aadhaar data base”.
Mr. Ahuja shared some details on another advanced product they are going to launch soon. “Looking at the pollution level here, we feel after few days people won’t be able to see even their own hands, legs and feet. So, we will suggest people to wear multiple devices on various parts of their body. There would be a ‘master’ speaker which would say that’s your hand, that’s your leg etc.”, Mr. Ahuja said.
We spoke to Mr. Manoj Agarwal, who was standing in front of a shop in Gurgaon selling Toxic’s products. He said, “I am going to buy a dozen of them. How long inside our own home we would stretch our hands while moving around, touch each other’s face to know who is next to you?”
“Yesterday when asked my son to study, he says he cannot as font size in books are too small. Idhar school bandh hai, pura din mobile mein games khel raha tha. Got angry, wanted to give him a slap, it hit my brother in law as I could not see who was in front of me. My wife suspect, I have done it deliberately taking advantage of the situation”, said Mr. Agarwal on the hapless situation most people in capital region find themselves.",TECHNOLOGY
Facebook re-introduces marking “I am safe” for Delhi people,"Delhi’s smog problem is grabbing headlines all over the world. From BBC to WHO, everyone has shifted focus from finding flaws in Donald Trump’s policies to finding solutions to Delhi’s smog problem. And when it’s the whole world involved then how can a new social media country be left behind? Yes, you guessed it right. Facebook on Wednesday introduced its famous ‘I am safe’ button for all those who are stuck in Delhi fighting the thick smog.
Delhi’s smog is worsening by the day. There is no sign of it getting subsided. People all over the world are scared about their friends and relatives stuck up in such a hazardous environment.
So to make them aware of Delhites’ wellbeing, Facebook has launched its ‘I am safe’ button so that people can mark themselves safe and make their relatives all over the world feel relieved. We talked to Mark Zuckerberg about this feature and he said, “Every time there is a crisis in any part of the globe, Facebook launches that button so that people can mark themselves safe. Although, Indians mark themselves safe even when they are not there in that crisis. Like once I saw a Delhi guy marking himself safe during the London Bomb Blasts while sitting in New Delhi. So, as soon as the smog crisis occurred in Delhi, we received lakhs of emails in our inbox asking to create a mark safe option for Delhi smog also. And I cannot disappoint them.”
We talked to a few Delhi based students on this new feature of Marking Safe. One of them, Siddharth Arora, said, “I always marked myself safe in every crisis situation in the world even if I was sitting at home. Thank god and thanks to the pollution, now I can legitimately mark myself safe on Facebook.”
That’s not all. The Delhi CM has called this as a victory of Aam Aadmi Party. In his tweet, he said, “Delhi is thankful to Mark Zuckerberg for introducing ‘I am safe’ button for all the Delhites. Today Aam Aadmi has won again”. Though people trolled him and said, “We wanted to mark ourselves safe but you didn’t provide free wifi to us”.",TECHNOLOGY
"IT engineer goes to office as per company wish, but comes back as per his manager wish","Bengaluru: IT engineer Prakash Hegde like most of his colleagues in IT city has ‘flexible’ working hours. The flexibility has a strong correlation with his manager’s wish what time he should leave for the day including holidays and weekends.
“I do not know how many of my colleagues have gone through the HR policy which clearly stated working hour is from 9 AM to 5:30 PM. Little I knew this will another HR policy like many other HR policies will not be followed neither in letter or spirit in the organization”, said Prakash whose day’s typically starts around 9 AM and ends somewhere close to midnight.
Prakash added, “Like every advertisement has a *Conditions apply. Our HR policy also stated sometimes to meet stringent delivery dates customers will want us to meet, employees would be asked to stretch beyond their ‘normal’ working hours. These ‘sometimes’ has now stretched little more than two years for me”.
“IT’s not that every single day customer demands deliverables. My manager who has the uncanny ability of remembering what needs to be done just before end of day. Another good quality he has, he will not force me or my other team members to deliver before end of day which means before next day sunrise happens. He will just say, ‘Guys let’s see what best we can do tonight’ before he leaves for the day”.
“Initially I left early and it showed in my appraisal grades. Then I understood ‘try your best’ means deliver at any cost. Otherwise be ready to be in the firing line”, said Prakash.
Prakash has some kind words for his manager. He said, “My manager is not that bad. He understands in weekends and public holidays he cannot force us to stay that longer. His ‘humane’ side comes in to picture and encourages us to live our live to the fullest when we do not work. I am writing a book, have titled it ‘working from bus & working for boss’ which is a tribute to the  traffic and my manager which dictated the kind of life style I have got in this IT city”.",TECHNOLOGY
Teleportation-An old but new concept of time & space,"We all know about Narad muni. He travels from one heavenly body to the other in fraction of seconds. This is because, he may be using a time machine. Such a concept of time travel or teleportation is present in Vedas. Therefore, let us say, “Teleportation is the transfer of matter or energy. Transfer from one point to another at a long distance.” Thus, Teleportation is a peculiar phenomenon.In such a process, a person can travel a great distance in fraction of seconds.
The well-known scientist.
Heisenberg says “Quantum theory will not look ridiculous to people who have read Vedanta.” Neil Bohr statement- “I go into the Upanishads to ask questions.”
Upanishads, Vedas and Bhagwat-Gita
‘Siddhis” are spiritual and supernatural abilities. Rishis acquires them by mediation & yoga. Thus, they acquires power to control time and space. They also can transform the body. Therefore, they travel great distances in fraction of seconds.
The present research.
A pair of particles in the same quantum state ( same wave functions) interacts.Thus they  are entangled. Quantum entanglement   means connectedness.  Thus,the “Chetna” of both the particles is connected. Now, we separate the particles by thousands of kilometers. If we change the property of one particle, say “A”. The other, “B” experience the same change. Therefore, “A” can act as the teleporter & “B” as receiver.
The Indian scientist designs an instrument.
Teleporter break down the body into minute particles. Whereas, receiver re-materialize the body at great distances. This instrument is  also an amalgamation.A mixture of Indian meditation technique & recent engineering.
Meeting with Prime minister.
The Prime minister says. “keep the research secrete for twenty years.”   This is because of certain socioeconomic problems.  There is an agreement. Prime minister only can use the instrument. Therefore, he teleports himself to America & China & Russia & to any country of the world. But, only for the benefit of Indian people.
After 20 years.
India is now the super power. India is now world guru. It is now a hub for artificial intelligence. Hub for robotics & teleportation. Now, Modi Sahib retires from politics. He says, beam me up to Himalayas. Thus, the machine teleports him there. He starts meditation.",TECHNOLOGY
Facebook announces Sanskari dating feature in India,"Back in May Facebook announced that that it will soon let its users create a dating profile to meet non-friends who have also opted in for its dating features. And since Facebook knows more about you than your mother or your ex-girlfriend. Facebook will match slew of your preferences to help you find the one, for you to date. Here is how Facebook dating feature might look like as published on the TechCrunch website:
Opt-in to a create a profile with just your first name. Your profile won’t be visible to friends, users who aren’t on the dating feature, and it won’t show up in the News Feed.
You’ll browse Events in your city and Groups that match your interests. You can select to “unlock” one for dating. You’ll then see the profiles of other dating users who’ve unlocked that surface.
You can browse through people’s profiles that show off a few of their photos plus some basic information about them. You’ll be shown people based on mutual interests and friends, plus other data Facebook has on you.
If you both are interested, you’ll be able to start a conversation with someone in a special inbox that’s separate from Messenger and WhatsApp. For safety, only text can be sent for now.
This works all well and good in parts of the world where dating is considered normal. In India however, things are different and Facebook knows it. To carter to Sanskari culture of Indian sub-continent, Facebook will be rolling out several additional features.
“We respect the culture and traditions of the given country, and hence it is our responsibility to adapt our services to culture, rather than trying to modernize it,” said Zuck while talking about the possible introduction of it’s dating feature for India.
“Our goal is not to imitate Tinder, we are trying to build a dating feature that is socially accepted by young and old alike. We want to help people build relationships that last longer than a couple of dates.” said a Facebook spokesperson when asked if Facebook is trying to poach Tinder in India. So here is a list of additional features on top of the aforementioned five points that would be introduced specially for India:
You will have to submit your Adhar Card to validate your identity before you can sign-up for the dating feature on Facebook.
Your parents will be required to approve you before your dating profile goes online. Furthermore, they will be able to ask for a second opinion from a close relative.
If your parents do not approve of inter-caste marriages, you will be required to upload your caste certificate. You’ll only be shown people who have opted for dating feature from your caste.
There will be a special ‘filter bride/groom by salary‘ feature alongside ‘occupation‘ filter. ‘We have taken inspiration from answers on Quora, thus we know how important these things are for dating/marriages in India’, said Facebook spokesperson while explaining the importance of ‘can/can’t cook‘ filter for women.
There will be an option to match the Kundli. ‘We know more about your preferences than your ex-girlfriend knew about you. We have designed algorithms that can predict the probability of the relationship working out or not in long term. But that is all useless if your Kundlis do not match.’ the Facebook spokesperson explained further on Kundli feature.
Once you select your potential match, parents of both party will have to approve on respective choices before you can interact with each other.
With Tinder is hugely unpopular among Indian parents. Seems like Facebook is focused on keeping Indian parents happy when it comes to their children’s dating life. Facebook seems to have decoded the mantra of India’s dating culture, ‘The secret to a happy relationship is when all your relatives are happy with your choice’.
P.S.: The sarcasm is not to be mistaken for criticism. It is the viewpoint of the author which you can disagree with. This post was not written to offend anyone. While Facebook has announced it’s dating feature, everything being said in this post about its introduction in India is fictional.
If you enjoyed reading this post and had a laugh reading it please do not forget to share it on social media channels with your friends. If you are interested in more content like this please visit our blog The Honest Blog.",TECHNOLOGY
Profits from Dragonfly – communist version of Google in China will be used to promote ‘Human Rights’,"Amidst uproar in the ranks of its own employees, the tech giant Google released a statement that half of its profits earned from ‘dragonfly’ would be spent on charitable causes. Dragonfly is the name of search engine built by Google exclusively for China. This new search engine was tailor made to the specifications dictated by the ‘Techno-Proletariat’ the subcommittee that oversees online censorship.
In a special presentation that would be shared to employees, Sundar Pichai, CEO of Google was seen explaining the reasons behind why Google chose to work with China. The text was released to media verbatim.
The Statement
“Yes! We went back. We went back on our decision. On the decision of not subjecting our beloved ‘Google’ to the obstinate censorship laws of Mandarin. But, there is another angle to it. From another perception, one can say, we have saved Google from even being used by the Chinese. True, Dragonfly is also our search engine – a product of Alphabet. But, it is not Google. For Google can never be subjected to censorship laws”, Pichai was seen emotionally speaking and vehemently supporting the decision of working with China.
“Well, being a self-proclaimed Communist state, China practices Capitalism more openly. On the other hand, America, the symbol of Capitalistic society is riddled with socialist policies where everyone depends on the government for social security. If we use migrants and blacks for target practice, for lack of diversified resources, China had to use their own people – and this specific act is seen by us as an inhuman activity” he reasoned out.
“For seven years… Seven long years, we have not worked with China. What purpose it did serve? Nothing. We lost seven years of revenue. And, fed up with our adamant attitude, China decided simply to make a Chinese version of Google. All that we could do was to cry a lot about copy right violations, had they made a Chinese search engine. We can certainly file suits and enter litigations and continuous arbitrations. But in the end, only Google would be the loser”.
“It was hence decided to give the Chinese what they want. After all, the Chinese government represents the authority of Sovereign Republic of China. And, the technical work that had gone into making ‘dragonfly’ was simply propping up few firewalls to filter out the content prohibited within the Great Wall. We know how annoyed our employees will be. So, we would like to use half of the income generated by the dragonfly on supporting human rights in United States, Israel and India. One may well ask why spend in countries that are free. Alphabet is a forward looking organisation and would like the free countries remain free. Moreover, this charity spend can be leveraged to improve our influence in these countries to increase our presence. After all, it is easier to influence free and capitalist societies.”
Footnotes
When one reporter asked Pichai that his statement raises many questions rather than answering questions asked, he laughed like a magician and said “I know that you don’t know even what to ask because you don’t even know that I know of any answers”. He patted the bewildered reporter and said soothingly “Don’t worry. Chinese government wanted to invite few journalists from America to witness and report on the performance of ‘dragonfly’. I suggest you to visit the Forbidden City and experience the dragon err… dragonfly. On your return, I will be more than happy to answer all your questions”. He sounded so confident, the reporter feared for his life and refused the offer then and there itself.
Dedicated to all employees of Google including Sundar Pichai",TECHNOLOGY
"Research for more intelligent AI than God, invites ourtage","Since many years many people are too much hopeful about going to temples(churches and mosques too,don’t worry),but an engineering student analysed the probability of getting a wish come true by his very complex formula.
So he came up with an idea to create an AI that is more intelligent and powerful than god so that it can solve world problems,and he called it Super Artificial Intelligence.
He is using an Algorithm to make it better every day.
Many human rights and religious organizations,were angry over this thing they are saying it is against their rule to be intelligent,
Our reporter mysuri had talked to that genius over this.
He said that he is a follower of Neil DeGrasse Tyson and Stephen Hawking and he has an IQ of 160 so he is right,further he said we need to look at the bigger picture and not those small groups.
The way he talks invites attention of aliens and they also came between the interview,and took the boy with them,and now nobody knows where that body is.
All the low educated and corrupt politicians are now happy,because he could have won if he fought elections.
We are reporting from Andromeda Galaxy for you.
And this news was sent from 1 million light years away through a cosmic hole in the fabric of space because we are committed to show you most important news related to your life.
Aryamaan TV
Andromeda",TECHNOLOGY
