HEADING,BODY,CATEGORY
saa|bahu|serial|make|viewer|retard|doctor|perplex,mumbai|studi|perplex|neurologist|radiologist|across|world|found|indian|saa|bahu|tv|serial|viewer|suffer|earli|cerebr|atrophi|watch|hazard|human|brain|doubl|blind|randomiz|control|studi|idiot|irritat|indian|tv|serial|viewer|10|year|found|serial|add|0|intellectu|growth|viewer|show|defi|logic|made|mani|sane|viewer|go|retard|time|serial|seem|end|like|draupadi|ka|cheer|instead|studi|conclud|india|fast|slipp|becom|greatest|nation|world|come|dumb|sasur|simar|ka|saath|nibhana|saathiya|balika|vadhu|rotten|indian|tv|soap|industri|made|reput|pretti|much|core|theme|good|noth|husband|power|cruel|mother|innoc|daughter|law|daughter|law|face|kind|cruel|treatment|famili|unbeliev|number|kidnapp|injuri|divorc|etc|famili|favorit|time|pass|organ|function|everi|next|episod|danc|perform|without|reason|unconfirm|report|claim|even|actor|serial|laugh|watch|brainless|sequenc|indian|neurolog|societi|call|ban|serial|legal|proceed|director|fool|make|peopl|dumb|rule|bjp|govern|meanwhil|support|studi|claim|congress|presid|rahul|gandhi|low|iq|also|due|serial|mother|sonia|gandhi|rubbish|claim|state|untim|accid,ENTERTAINMENT
mumbai|man|prai|singl|buttock|next|birth|enabl|sit|comfort|fourth|passeng|seat|meant|three|local|train,peopl|prai|wealth|health|job|relationship|hiren|desai|someth|even|god|would|shock|hear|30|year|old|busi|man|mira|road|regularli|commut|local|train|ask|singl|buttock|next|birth|prayer|reason|uniqu|request|enabl|sit|fourth|passeng|local|train|seat|meant|three|speak|fake|new|hiren|said|travel|train|sinc|last|ten|year|seat|alreadi|taken|enter|compart|leav|uncomfort|fourth|seat|on|buttock|left|hang|without|support|end|dai|left|on|sore|butt|prayer|almighti|give|on|buttock|hiren|request|struck|chord|mani|passeng|brave|heavi|rush|local|train|year|citi|base|cosmet|surgeon|even|offer|surgic|remov|on|hiren|buttock|free|charg|wait|next|birth|help|man|life|said|doctor|new|went|viral|social|media|railwai|minist|piyush|goyal|assur|set|special|committe|studi|find|solut|problem|committe|head|retir|iit|professor|report|expect|tabl|year|tv|person|ekta|kapoor|move|hiren|plight|produc|tv|show|titl|agl|janam|mohe|ek|buttock|hi|dijo|revolv|around|local|train|travel|tusshar|kapoor|plai|protagonist|seri,ENTERTAINMENT
woman|shift|delhi|mumbai|gain|5kg|5|dai|run|due|ev|teas,mumbai|compar|mumbai|kolkata|citizen|sharpli|react|incid|molest|ev|teas|reaction|total|lack|miss|part|citizen|delhi|vital|role|plai|prevent|harass|women|travel|citi|live|exampl|come|notic|yesterdai|woman|shift|delhi|mumbai|dai|back|due|work|commit|found|gain|5|kg|5|dai|without|even|chang|dietari|habit|weather|condit|priyanka|ranaut|work|mnc|shift|mumbai|5|dai|back|5|dai|never|ran|awai|due|ev|teaser|harass|quit|common|delhi|scenario|creat|havoc|person|life|gain|5|kg|5|dai|stop|situat|continu|might|gain|lot|weight|fatal|health|mani|gym|across|citi|sent|brochur|lose|weight|30|dai|challeng|cashback|offer|maharashtra|govern|us|new|boast|good|law|order|situat|mumbai|promis|deal|issu|priyanka|face|govern|subsid|gym|expenditur|everi|month|women,ENTERTAINMENT
try|fit|delhi|cultur|brandish|gun|sai|ex|bsp|mp|son|accus,putt|across|side|stori|ex|bsp|mp|son|ashish|pandei|admitt|brandish|gun|seen|video|done|fit|typical|delhi|cultur|elaborat|typical|delhi|cultur|said|delhi|thing|know|tu|jaanta|hai|mera|baap|kaun|hai|work|whip|gun|done|scare|tactic|actual|shoot|someon|lucknow|even|fight|done|tehzeeb|would|treat|like|outcast|tri|delhi|carri|gun|basebal|bat|car|show|part|delhi|high|societi|add|south|delhi|businessman|sk|khurana|though|hesit|initi|agre|thing|common|delhi|media|overreact|arnab|behav|like|rabid|mongrel|issu|brandish|weapon|would|nation|crisi|said|rememb|argument|man|cut|traffic|talk|like|gentlemen|sort|issu|bystander|got|restless|ask|go|start|fight|happi|polit|want|hear|cuss|word|recollect|senior|bureaucrat|comment|incid|said|peopl|come|outsid|respect|cultur|delhi|pleas|liber|flaunt|polit|connect|invest|gun|afford|especi|high|societi|type|carri|basebal|bat|car|start|road|rage|without|provoc|fact|car|dealer|give|basebal|bat|standard|accessori|suggest,ENTERTAINMENT
colleg|withhold|mechan|engin|degre|relationship|girl,mumbai|10|reason|fall|love|mechan|engin|know|smart|girl|prefer|date|mechan|engin|mechan|engin|best|peopl|date|good|sens|logic|better|salari|better|commun|extra|technic|knowledg|almost|everyth|make|mechan|engin|perfect|gui|date|enough|joke|let|come|straight|new|colleg|mumbai|actual|withold|amechan|engin|degre|date|girl|tradit|mechan|batch|new|start|sanil|malik|4th|year|student|enim|engin|colleg|date|girl|last|2|year|hideout|embarrass|tell|fellow|batchmat|mechan|engin|bhisma|pitamah|current|gener|even|talk|girl|tradit|parampara|call|act|caught|2|dai|convoc|speak|truth|roam|girl|caught|cctv|camera|colleg|never|allow|student|mechan|batch|fall|love|girl|sanil|latest|victim|tradit|face|sanil|told|spend|on|full|year|colleg|live|singl|life|without|relationship|part|punish,ENTERTAINMENT
messi|email|account|flood|health|check|packag|indian|diabet|doctor|maradona|20|time|loo|comment,mumbai|notic|pee|lot|mean|urinat|often|normal|possibl|frequent|urin|could|earli|sign|diabet|howev|mani|potenti|caus|frequent|urin|includ|harmless|got|inform|healthcar|websit|argentina|legend|diego|maradona|categor|lionel|messi|leader|left|plenti|fan|famili|member|intern|teammat|bemus|maradona|said|messi|great|player|leader|talk|coach|player|plai|playstation|pitch|want|leader|best|along|cristiano|ronaldo|pointless|make|leader|man|goe|bathroom|20|time|match|messi|pai|price|maradona|comment|todai|morn|got|surpris|see|phone|hang|due|1000|email|indian|diabet|doctor|everyon|repli|frequent|urin|sign|diabet|messi|receiv|health|check|packag|lead|dostor|india|left|confus|messag|doctor|fact|person|visit|morn|see|busi|opportun|messi|diseas|doctor|promis|commiss|maradona|mai|go|upto|mani|million|dollar|patient|like|messi|dream|mani|doctor|indian|doctor|sure|got|big|opportun|cash,SPORTS
water|serv|karun|nair|hot|selector|explain|decis|drop|karun|nair,mumbai|indian|squad|upcom|test|seri|west|indi|announc|on|surpris|thing|omiss|karun|nair|nair|part|squad|entir|england|tour|without|gett|game|dropp|15|member|squad|announc|yesterdai|speak|journalist|chief|selector|msk|prasad|said|decid|drop|player|england|tour|due|poor|perform|dhawan|vijai|dropp|fail|provid|consist|start|top|karun|nair|dropp|fail|duti|carri|water|bottl|effect|ask|nair|fail|carri|water|said|water|must|reach|player|right|temperatur|satiat|thirst|energis|saw|water|hot|time|reach|player|fridg|dress|room|mean|nair|move|slowli|carri|drink|drop|fit|ground|ask|wai|back|nair|team|mr|prasad|said|obvious|door|alwai|open|learn|move|fast|carri|water|bottl|hopefulli|practic|wakeup|call|readi|conduct|h2o|test|similar|yo|yo|test|player|bench|manag|pass|alwai|includ|carri|drink|australian|tour|meanwhil|new|inclus|mayank|agarw|seen|runn|around|stadium|6|water|bottl|hand|prepar|seri|west|indi,SPORTS
kohli|free|ask|plai|us|imran|khan|call|narendra|modi,islamabad|dai|call|indian|pm|narendra|modi|small|man|pakistan|prime|minist|imran|khan|done|u|turn|call|indian|counterpart|help|concern|poor|form|cricket|team|asia|cup|former|captain|imran|ask|virat|kohli|loan|rest|tournament|defeat|hong|kong|convincingli|pakistan|lost|twice|india|huge|margin|bare|scrapp|afghanistan|fixtur|face|knockout|game|bangladesh|imran|want|win|match|cost|virat|kohli|indian|captain|current|highest|rate|batsman|world|part|indian|team|asia|cup|rest|india|speak|fake|new|pakistan|govern|offici|said|start|beauti|india|pakistan|friendship|modi|kohli|agre|kohli|advertis|moment|practic|free|need|batsman|ask|kohli|said|look|like|seen|batt|tournament|otherwis|ask|question|howev|batt|requir|need|least|on|player|team|take|catch|want|see|nagin|danc|bangladesh|nobodi|world|want|see|nagin|danc|bangladesh|love|human|approv|loan|send|kohli|dubai|indian|pm|offic|refus|confirm|whether|wish|grant|senior|offici|said|initi|thought|imran|call|ask|fund|dam|project|said|need|person|india|thought|maybe|gett|marri|time|indian|wrong|ask|kohli|week|pm|modi|yet|discuss|virat|commun|respons|accordingli|meanwhil|ahm|shahzad|seen|head|imran|khan|offic|wear|blue|shirt|number|18|written|back,SPORTS
shikhar|dhawan|suffer|groin|injuri|excess|slapp|thigh|celebr|victori|pak,flamboyant|indian|batsman|shikhar|dhawan|suffer|groin|injuri|celebrat|victori|trademark|thigh|slapp|style|score|centuri|beat|arch|rival|pakistan|dhawan|ecstat|unstopp|celebr|seem|thigh|readi|store|speak|media|team|spokesperson|said|unki|janghon|soojan|aa|gayi|hai|doctor|wait|x|rai|report|hope|injuri|bad|look|cricket|spent|entir|dai|ly|chair|ic|pack|wrapp|around|groin|mai|miss|net|practic|sourc|sai|form|batsman|could|rule|next|match|swell|get|better|fake|new|spoke|team|mate|yuzvendra|chahal|transpir|dress|room|post|victori|said|team|got|carri|awai|celebr|dress|room|shikhar|open|thigh|player|slap|happi|beaten|pak|twice|realiz|would|happen|said|coach|ravi|shastri|reprimand|player|said|team|behav|like|high|school|kid|strongli|word|messag|warn|player|take|part|celebr|focu|upcom|match|till|asia|cup,SPORTS
media|hail|taimur|india|win|sai|kedar|jadhav|releas|point|equal|taimur|height,mumbai|rohit|realli|happi|wai|bowler|perform|especi|jadhav|got|three|import|wicket|kedar|work|bowl|take|bowl|serious|augur|well|team|wicket|bonu|us|over|middl|crucial|especi|hardik|injuri|rohit|said|kedar|jadhav|unconvent|releas|point|deliveri|stride|made|mani|batsmen|go|search|ball|process|give|awai|wicket|jadhav|three|variat|bowl|name|low|lower|lowest|difficult|plai|ball|never|get|bounc|pitch|pakistani|team|find|short|heighten|batsmen|countri|quickli|send|dubai|tackl|kedar|bowl|impact|kedar|made|coach|around|world|ask|new|bowl|machin|deliv|ball|low|trajectori|make|batsmen|simul|condit|face|kedar|jadhav|match|tv|channel|start|place|low|trajectori|camera|captur|bowl|kedar|normal|camera|show|ball|reach|batsmen|low|certainli|bowl|along|like|creativ|bowl|realiz|spinner|usual|anyone|know|bowl|bowl|spin|tri|new|thing|like|sidearm|ball|work|tri|match|got|wicket|stuck|kedar|told|month|back|new|sourc,SPORTS
startup|develop|gadget|mute|tv|whenev|ramiz|raja|speak,bengaluru|bengaluru|base|startup|develop|revolutionari|gadget|set|chang|cricket|watch|experi|india|connect|tv|gadget|automat|mute|sound|whenev|ramiz|raja|speak|commentari|test|devic|first|india|pakistan|match|asia|cup|readi|nationwid|releas|ahead|next|india|pakistan|match|super|4|stage|speak|media|product|launch|compani|chief|engin|said|technolog|alwai|us|solv|problem|face|peopl|ramiz|raja|commentari|problem|face|cricket|fan|thousand|peopl|report|bleed|ear|whenev|ramiz|spoke|let|continu|came|devic|special|featur|ensur|peopl|still|continu|hear|crowd|nois|ramiz|voic|filter|broadcast|refus|drop|commentari|panel|maybe|took|salari|advanc|least|protect|viewer|assault|brainless|commentari|add|compani|also|work|develop|similar|devic|sanjai|manjrekar|danni|morrison|l|sivaramakrishnan|hope|launch|product|time|ipl|2019,SPORTS
virat|kohli|told|stai|within|10|km|airport|bcci|till|asia|cup|conclud,delhi|indian|cricket|team|skipper|rohit|sharma|offer|excus|india|lacklust|show|hong|kong|open|game|asia|cup|2018|believ|side|learn|mistak|amount|time|took|india|see|hong|kong|undoubtedli|rais|question|india|chose|put|much|chang|start|xi|rohit|defend|chang|state|necessitat|schedul|india|set|face|pakistan|wednesdai|india|also|need|kohli|abl|join|team|requir|bcci|ask|virat|stai|within|10|km|airport|flown|dubai|team|requir|without|virat|indian|team|look|threaten|look|mere|presenc|kohli|near|airport|would|instil|fear|mind|oppon|virat|current|time|famili|gett|rest|busi|schedul|long|england|tour|kohli|ask|pack|kit|bag|keep|airport|bcci|ask|fly|dubai|think|indian|team|extrem|hapless|situat|asia|cup|meanwhil|dhawan|said|india|go|posit|strong|mindset|arch|rival|ideal|situat|break|plai|human|also|get|tire|well|time|quit|strong|enough|go|come|tomorrow|cours|big|game|go|posit|strong,SPORTS
bhangra|case|win|seri|shastri|defend|dhawan|place|side,london|indian|coach|cheerlead|ravi|shastri|hit|critic|question|open|shikhar|dhawan|place|indian|side|dhawan|averag|seri|england|averag|20|fail|cross|50|inn|howev|look|like|indian|manag|still|firmli|behind|bhangra|dancer|batsman|speak|media|end|seri|india|lost|1|4|shastri|said|job|media|focu|neg|neg|peopl|howev|posit|person|focu|posit|look|string|low|score|plai|awai|india|appreci|superb|bhangra|skill|cheer|entir|squad|coach|job|see|player|bring|squad|provid|right|environ|enhanc|shikhar|bring|bhangra|job|make|sure|improv|danc|perform|well|end|dai|perform|matter|perform|field|expertis|except|shastri|add|went|sai|want|us|drop|shikhar|tell|on|thing|mistak|win|australia|danc|victori|celebr|part|team|manag|job|make|sure|player|everi|situat|dhawan|player|celebr|come|ask|mean|dhawan|place|secur|australian|tour|shastri|said|oh|encourag|competit|place|youngster|come|better|move|alwai|look|promot|tri|get|shikhar|dhawan|reaction|ravi|shastri|statement|hear|us|sound|bhangra|beat|plai|hotel|room,SPORTS
bcci|arrang|cook|meet|amit|shah|convinc|becom|india|open|batsman,mumbai|alastair|cook|said|retir|intern|cricket|18|month|process|end|test|batt|career|centuri|india|fifth|test|oval|cook|loss|huge|england|given|averag|open|batsmen|retir|bless|disguis|india|chanc|becom|india|open|batsman|bcci|said|arrang|secret|meet|cook|amit|shah|convinc|former|plai|india|ag|side|cook|33|still|lot|cricket|left|normal|indian|batsman|retir|ag|37|38|try|break|record|amit|shah|known|polit|circl|person|bring|peopl|parti|parti|make|parti|strong|bcci|want|amit|shah|help|cricket|team|bring|cook|open|batsman|open|batsmen|displai|england|pathet|perform|amit|shah|schedul|meet|cook|anytime|current|seri|meet|held|bjp|headquart|delhi|amit|shah|also|give|incent|becom|futur|rajya|sabha|member|make|convinc|ball|cook|court|decid|whether|extend|plai|career|cook|situat|dealt|bcci|look|player|want|bring|indian|team|like|kevin|peterson|mike|hussei|still|contribut|intern|cricket,SPORTS
soni|successfulli|insert|ad|bowler|releas|ball|reach|batsman,mumbai|peopl|enjoi|advertis|soni|pictur|network|dai|left|impress|yesterdai|saw|ad|ball|leav|bowler|hand|batsman|hitt|bat|ongo|coverag|indian|tour|england|throughout|seri|peopl|applaud|soni|commit|advertis|beyond|expect|even|biggest|fan|broadcast|sport|channel|repeatedli|interrupt|advertis|past|show|cricket|action|replai|batsmen|come|go|captain|sett|field|etc|soni|work|hard|toward|minimiz|distract|concentr|runn|uninterrupt|advertis|howev|gap|ad|time|bowler|walk|back|mark|ad|time|take|ball|reach|batsman|ad|time|took|ball|reach|boundari|line|soni|plugg|gap|add|clip|advertis|time|speak|fake|new|execut|produc|work|channel|said|peopl|watch|televis|catch|latest|advertis|want|follow|cricket|onlin|cricket|websit|social|media|therefor|duti|show|mani|advertis|possibl|work|hard|give|best|possibl|experi|viewer|futur|also|insert|ad|break|bowler|appeal|umpir|rais|finger|shake|head|ad|break|ball|pass|batsman|wicketkeep|gather|ad|break|ball|touch|stump|bail|fall|per|sourc|indian|tour|australia|soni|experi|uninterrupt|advertis|broadcast|current|crore|displai|top|left|hand|corner|screen,SPORTS
ravi|shastri|jadeja|exclus|4|test|want|keep|surpris|element|next|england|tour,london|jadeja|took|four|wicket|england|first|inn|live|keen|count|test|rounder|jadeja|unbeaten|86|behind|career|high|90|england|home|2016|push|case|3rd|dai|plai|rais|quit|lot|question|india|select|polici|jadeja|never|got|look|even|turn|track|southampton|coach|ravi|shastri|explan|believ|jadeja|exclus|4|test|beginn|help|idia|next|tour|england|4|year|accord|ravi|shastri|team|want|best|long|term|vision|winn|current|seri|would|short|term|goal|shastri|believ|time|jadeja|spent|tour|help|becom|better|player|come|4|year|henc|india|tour|england|shastri|bangar|posit|coach|serious|question|media|team|continu|failur|win|oversea|even|recent|held|press|confer|shastri|said|indian|team|best|past|20|25|year|shastri|also|spoke|fake|new|report|sai|short|term|failur|stepp|stone|long|term|success|vision|make|india|best|test|plai|side|give|10|year|see|differ|work|footwork|batsmen|take|discothequ|make|danc|danc|feet|move|swing|condit|england,SPORTS
surviv|1|test|come|west|indi|cricket|board|rahul|dhawan,antigua|indian|open|mai|struggl|tour|england|happi|dai|around|corner|west|indi|great|tourist|come|india|2|test|seri|octob|cricket|board|cricket|west|indi|cwi|sent|messag|encourag|indian|open|kl|rahul|shikhar|dhawan|offici|letter|cwi|remind|indian|open|come|soon|india|surviv|on|test|match|england|go|back|make|hundr|fun|indian|open|struggl|ongo|seri|england|open|partnership|cross|50|twice|open|manag|cross|individu|score|50|howev|home|seri|west|indi|right|opportun|hit|form|confirm|spot|winter|tour|australia|whenev|indian|batsmen|suffer|crisi|confid|recent|year|sri|lanka|west|indi|stepp|boost|averag|west|indi|even|offer|great|launch|pad|rohit|sharma|averag|288|first|seri|caribbean|side|readi|restor|confid|rahul|dhawan|forgett|english|tour|speak|fake|new|cwi|offici|said|heard|discuss|india|go|7|batsmen|test|cricket|open|contribut|much|pressur|kohli|score|rubbish|go|3|batsmen|face|us|make|sure|hit|100|alwai|behav|well|guest|recent|year|continu|rahul|dhawan|surviv|final|test|digniti|get|pick|us|prefer|conced|run|young|kid|pick|debut|per|sourc|insid|indian|team|messag|realli|motivat|rahul|dhawan|determin|score|least|10|run|confirm|spot|seri|west|indi,SPORTS
india|overtak|us|becom|biggest|import|basebal|bat|bat|us|plai|basebal|survei,new|delhi|global|basebal|bat|market|valu|350|2017|reach|410|end|2025|cagr|2|0|industri|boom|india|big|role|plai|market|us|basebal|feder|come|know|maximum|bat|sold|india|sent|investig|team|find|bat|us|india|basebal|team|never|new|investigat|team|found|bat|us|road|rage|gurgaon|ncr|region|basebal|bat|becom|favorit|accessori|kept|insid|suv|roam|around|region|almost|everi|car|basebal|bat|insid|year|back|road|rage|involv|accessori|basebal|bat|becom|instant|hit|fact|accord|survei|done|report|found|number|bat|sold|ncr|year|equal|number|bat|sold|us|last|5|year|basebal|bat|us|road|rage|us|goon|support|polit|parti|support|politician|also|keep|basebal|bat|insid|car|policemen|us|third|degre|attempt|insid|jail|parent|us|keep|children|right|track|belt|belan|sandal|thing|past|parent|nowadai|india|us|basebal|bat|shape|career|kid|mani|us|compani|approach|modi|govern|make|bat|india,SPORTS
gett|javelin|expert|abp|new|invit|sambit|patra|comment|neeraj|chopra|perform|asian|game,noida|neeraj|chopra|becam|first|indian|win|javelin|throw|gold|medal|asian|game|abp|new|want|host|special|debat|stupend|achiev|get|singl|expert|javelin|throw|new|anchor|manag|debat|bjp|spokesperson|sambit|patra|becam|makeshift|javelin|expert|thank|sambit|consid|request|arnab|listen|anyone|said|on|director|new|channel|director|add|actual|plan|debat|subject|rival|channel|alreadi|host|debat|boss|call|sai|trp|sake|someth|desper|tri|reach|expert|go|profil|justdial|charg|bomb|peopl|agre|bring|studio|camera|crew|reach|hous|possibl|prime|hour|like|8|pm|much|traffic|road|said|neighborhood|polit|debat|came|know|abp|look|someon|speak|javelin|throw|event|mera|paa|time|toh|main|socha|chalt|hai|said|sambit|show|mani|appreciat|sambit|commit|new|debat|section|media|even|call|recognit|award|bjp|spokeperson|contribut|tv|debat|call|report|daili|weather|refus|omnipres|said|media|expert|condit|anonym,SPORTS
akshai|kumar|readi|next|patriot|film|plai|vinesh|phogat|biopic,mumbai|serial|patriot|akshai|kumar|readi|anoth|patriot|film|gold|on|base|life|asian|game|gold|medalist|vinesh|phogat|patriot|kumar|plai|vinesh|biopic|kumar|alreadi|start|take|wrestl|lesson|salman|khan|film|plann|releas|film|next|republ|dai|first|patriot|film|akshai|plai|everyon|armi|offic|raw|agent|naval|offic|indian|hockei|coach|nationalist|film|recent|year|ask|manag|portrai|role|femal|wrestler|mr|kumar|said|gender|social|construct|let|dictat|select|actor|film|never|armi|offic|raw|agent|manag|plai|role|never|held|hockei|stick|coach|hockei|plai|role|femal|wrestler|without|on|someon|mention|aamir|alreadi|made|film|phogat|sister|said|see|aamir|film|focu|phogat|sister|plai|role|vinesh|phogat|get|entir|focu|wrestler|coach|father|anywai|never|ask|aamir|copi|salman|sultan|ask|per|sourc|akshai|kumar|also|insert|scene|studi|book|promot|beti|bachao|beti|padhao|sinc|mandatori|promot|govern|scheme|film,SPORTS
karun|nair|worri|bcci|mai|ask|refund|expens|incurr|england|tour,london|india|made|comeback|seri|england|winn|trent|bridg|test|match|on|player|squad|start|get|littl|worri|karun|nair|passeng|team|last|month|worri|bcci|mai|send|bill|hotel|stai|food|travel|expens|sinc|involv|anyth|tour|far|nair|start|worri|squad|last|two|test|announc|bcci|add|form|middl|order|batsman|hanuma|vihari|reduc|nair|chanc|gett|game|speak|fake|new|condit|anonym|sourc|insid|team|said|till|yesterdai|nair|repeatedli|walk|past|shastri|kohli|remind|also|part|tour|thought|gett|game|despit|struggl|batsmen|forgotten|howev|keep|far|awai|manag|possibl|someon|mai|ask|pai|2|month|holidai|england|littl|hope|plai|test|match|tour|taken|awai|shaw|vihari|got|select|score|plenti|run|india|recent|recenc|effect|make|manag|select|ahead|worri|bcci|mai|ask|refund|expens|on|yet|anyth|tour|even|jadeja|field|substitut|sever|occas|sourc|add|meanwhil|karun|nair|seen|prepar|nice|plate|chakhna|coach|shastri|show|free|holidai|work|hard|cours|english|summer,SPORTS
bcci|oyo|room|15|20,bcci|oyo|room|bcci|15|20|bcci|logist|oyo|room|2|oyo|room|wifi|ac|2|20|bcci|bcci,SPORTS
serena|william|shout,sport|instruct|allow|tenni|player|follow|defin|unaccept|match|codebook|rule|right|purpos|maintain|valu|keep|clean|court|arthur|ash|stadium|new|york|howev|turn|occurr|final|encount|us|open|tenni|tournament|belittl|vain|rapport|umpir|player|chair|umpir|carlo|ramo|warn|serena|william|code|violat|regard|coach|instruct|hint|spectat|box|object|caus|william|make|blood|boil|brand|umpir|thief|liar|also|call|tournament|refere|brian|earli|appear|reaction|brought|game|point|japanes|sensat|naomi|osaka|anger|unfavour|decis|american|tenni|star|enrag|intens|umpir|could|stop|sai|coach|cheat|win|would|rather|lose|want|know|continu|add|understand|might|thought|want|know|cheat|thank|much|furiou|vollei|ramo|direct|stop|releas|entir|emot|point|ow|apolog|never|umpir|court|mine|long|live|stole|point|though|first|set|match|end|34|second|second|set|brought|end|william|expect|winn|24th|grand|slam|titl|equival|margaret|court|japanes|player|first|grand|slam|defeat|unyield|strong|oppon|us|open|tournament|william|hand|penalti|point|break|racquet,SPORTS
apt|weather|forecast|respons|loss|lord|virat|kohli,heavi|defeat|lord|indian|captain|virat|kohli|blame|weather|forecast|prove|correct|loss|went|extra|spinner|instead|seamer|rain|forecast|evid|pitch|would|stai|dry|henc|plai|extra|spinner|definit|better|option|condit|remain|true|forecast|lead|loss|said|surpris|kohli|flamboyant|virat|kohli|preferr|chinaman|yadav|indian|yadav|go|meteorolog|forecast|allegedli|thought|imd|per|expert|poor|select|team|haunt|india|throughout|plai|on|surpris|kuldeep|yadav|hardli|got|ball|seam|friendli|condit|sever|ax|ex|cricket|also|express|disappoint|team|select|back|india|meteorolog|depart|follow|certain|rule|never|spoil|surpris|weather|predict|right|come|opposit|forecast|happen|time|bc|ask|annoi|kohli|indian|origin|report|indra|dev|never|call|press|confer|consid|monopoli|bcci|specul|imd|forecast|oversea|weather|also|cricket|interest|talk|senior|scientist|meteorolog|depart|made|us|believ|us|cloud|comput|technolog|everi|cloud|cricket|ground|control|regularli|monitor|team|gett|forecast|imd|around|world|soon|said|senior|bcci|offici|ask|buzz|around|current|india|2|0|behind|five|match|seri|dismal|show|bat|lord|india|abl|score|107|130|two|inn|match|notabl|bowl|spearhead|mohammad|shami|singl|handedli|made|india|cross|100|run|mark|valiant|effort|bat|certif|true|ag|leak|back|home|wife|hasin|jahan|certainli|seem|batter|miss|home|condit,SPORTS
player|obstruct|competit,on|sportsperson|plai|two|game|simpli|find|scope|choic|notic|player|plai|hockei|previous|opt|game|cricket|player|snatch|opportun|anoth|player|definit|requir|earth|thing|order|sustain|sport|thu|obstruct|entri|other|ground|sportswomen|plai|two|differ|game|on|point|time|australian|player|elyse|alexand|perri|show|footbal|hockei|plai|dexter|anoth|player|suzanna|wilson|suzi|bate|new|zealand|quit|expert|best|basketbal|cricket|sophi|franc|moniqu|devin|also|new|zealand|plai|hockei|cricket|equal|excel|elena|joi|tice|ireland|earn|name|cricket|hockei|evenli|brought|silver|medal|team|hockei|recent|select|glare|exampl|intern|sportswomen|skill|two|separ|sport|on|time|achiev|posit|individu|live|also|emerg|champion|sever|wai|clearli|realis|vital|enough|deserv|grand|alter|game|on|anoth|on|period|time|us|two|camera|mobil|dearth|student|attain|doubl|degre|actor|also|regularli|plai|doubl|role|film|even|doubl|decker|buse|also|queer|sight|howev|surpris|us|habit|develop|interest|two|sport|time|sportswomen|intern|level|devot|pursuit|two|differ|game|leav|us|guess|achiev,SPORTS
captain|team|defeat,captain|team|virat|kohli|show|confid|score|big|run|inn|mani|three|batsmen|declar|meagr|score|individu|level|india|awar|fact|never|edgbaston|player|confid|level|need|boost|england|mai|stunningli|defeat|edgbaston|batsmen|would|plai|confid|style|look|like|contest|two|cricket|giant|english|team|winn|talli|never|bad|venu|strateg|design|becam|truli|correct|end|edgbaston|test|cannot|avoid|contribut|indian|captain|virat|kohli|plai|superbl|well|inn|captain|team|somewher|fail|perform|well|doom|dai|team|mani|three|player|could|cross|individu|talli|beyond|score|13|run|utter|failur|creas|seventh|time|three|batsmen|individu|score|stai|thirteen|run|interest|fact|india|regist|win|venu|lost|six|drew|on|seven|test|match|plai|popular|ground|pakistan|sri|lanka|also|shown|victori|respect|eight|two|test|venu|ident|asian|cricket|consid|edgbaston|english|team|favourit|venu|lost|mere|eight|match|total|28|test|match|though|big|chase|indian|player|swing|ball|demolish|previous|india|lost|chase|smaller|target|120|bridgetown|1996|97|176|gall|2015,SPORTS
girl|arjun,girl|need|convinc|parent|achiev|goal|noth|women|cannot|want|stand|crowd|said|determin|enthusiast|girl|hisar|haryana|on|occas|declar|deep|desir|conquer|everi|mountain|live|planet|resolv|young|girl|like|shivangi|pathak|cakewalk|also|want|someth|differ|crowd|intens|wish|inde|readi|tough|adventur|opt|becom|mountain|join|institut|order|settl|last|touch|basic|advanc|mountain|also|attend|variou|high|altitud|train|glacier|kashmir|activ|job|life|someth|suit|absolut|prove|mettl|achiev|stunn|feat|scale|highest|asian|peak|mount|everest|first|afterward|move|complet|anoth|accomplish|surmount|everi|rigid|tough|obstacl|reach|height|africa|highest|peak|kilimanjaro|bare|three|dai|achiev|consid|exactli|attain|young|ag|youth|ag|17|year|set|new|world|record|neatli|displai|high|level|climb|capabl|extrem|inspir|act|climb|mount|everest|everest|first|femal|ampute|climber|arunima|sinha|successfulli|carri|someth|brought|prais|name|fame|mundan|world|turn|exampl|yet|go|anoth|mileston|express|desir|climb|highest|peak|european|contin|girl|young|talent|spirit|extraordinari|patienc,SPORTS
